title,total_sales,critic_score,popularity
Rengoku: The Tower of Purgatory,0.11,4.7,Menos popular
Reservoir Dogs,0.0,5.6,Menos popular
Resident Evil,0.17,7.3,Moderadamente popular
Resident Evil - Code: Veronica X,0.06,5.6,Menos popular
Resident Evil 2,0.6200000000000001,7.45,Moderadamente popular
Resident Evil 3: Nemesis,0.08,6.5,Menos popular
Resident Evil 5,8.629999999999999,8.6,Muy popular
Resident Evil 5: Gold Edition,0.0,9.2,Menos popular
Resident Evil Archives: Resident Evil,0.3,7.6,Moderadamente popular
Resident Evil Archives: Resident Evil Zero,0.24,5.8,Menos popular
Resident Evil Outbreak File #2,0.57,5.8,Menos popular
Resident Evil: Dead Aim,0.35,6.7,Moderadamente popular
Resident Evil: Deadly Silence,0.26,6.7,Moderadamente popular
Resident Evil: Revelations,2.31,7.5,Moderadamente popular
Resident Evil: The Darkside Chronicles,1.05,7.2,Moderadamente popular
Resident Evil: The Mercenaries 3D,0.49,6.3,Menos popular
Resistance: Burning Skies,0.44,4.8,Menos popular
Resistance: Retribution,0.9,8.0,Muy popular
Resonance of Fate,1.07,7.45,Moderadamente popular
Retro Game Challenge,0.11,8.1,Menos popular
Return to PopoloCrois: A Story of Seasons Fairytale,0.22,7.0,Moderadamente popular
Rez,0.05,9.0,Menos popular
Rhapsody: A Musical Adventure,0.09,6.7,Menos popular
Rhythm Thief & the Emperor's Treasure,0.28,7.5,Moderadamente popular
RiME,0.26,5.8,Menos popular
Ride 3,0.07,7.3,Menos popular
Ridge Racer,0.79,9.0,Muy popular
Ridge Racer 2,0.1,7.5,Menos popular
Ridge Racer 6,0.2,7.9,Moderadamente popular
Ridge Racer DS,0.15,6.3,Menos popular
Ring of Red,0.11,8.0,Menos popular
Rise of Nations: Rise of Legends,0.03,8.3,Menos popular
Rise of the Argonauts,0.37,5.166666666666667,Menos popular
Risen,0.33,6.85,Moderadamente popular
Risen 2: Dark Waters,0.37,5.5,Menos popular
Risen 3: Titan Lords Enhanced Edition,0.07,1.0,Menos popular
Riviera: The Promised Land,0.1,8.7,Menos popular
RoadKill,0.03,7.7,Menos popular
Roadsters,0.03,4.5,Menos popular
Roadsters 99,0.2,6.4,Menos popular
Robert Ludlum's The Bourne Conspiracy,0.39,7.6,Moderadamente popular
Robotech: Battlecry,0.16,7.2,Moderadamente popular
Robots,0.14,4.5,Menos popular
Rock Band,7.28,8.625,Muy popular
Rock Band 2,5.3100000000000005,8.75,Muy popular
Rock Band 3,2.18,9.075,Muy popular
Rock Band Unplugged,0.5,8.0,Moderadamente popular
Rock Revolution,0.29,3.6,Menos popular
Rock of the Dead,0.05,5.0,Menos popular
Rocket League,3.92,8.774999999999999,Muy popular
Rocket: Robot on Wheels,0.12,8.3,Menos popular
Rocksmith,2.26,8.0,Muy popular
Rocksmith 2014,3.17,8.875,Muy popular
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,4.21,9.75,Muy popular
Rockstar Games presents Table Tennis,2.01,7.449999999999999,Moderadamente popular
Rocky,0.09,7.0,Menos popular
Rodea the Sky Soldier,0.14,7.0,Menos popular
Rogue Galaxy,0.84,8.3,Muy popular
Rogue Ops,0.05,6.1,Menos popular
Rogue Trooper: Quartz Zone Massacre,0.07,8.0,Menos popular
Rogue Warrior,0.24,2.75,Menos popular
RollerCoaster Tycoon,0.17,7.1,Moderadamente popular
RollerCoaster Tycoon 2,1.25,7.3,Moderadamente popular
Rome: Total War,0.11,9.0,Menos popular
Rooms: The Main Building,0.06,7.0,Menos popular
Ruff Trigger: The Vanocore Conspiracy,0.02,5.9,Menos popular
Rugby 2004,0.22,5.0,Menos popular
Rugby World Cup 2011,0.6000000000000001,4.65,Menos popular
Rule of Rose,0.02,5.9,Menos popular
Rumble Roses XX,0.13,6.5,Menos popular
Rune Factory 2: A Fantasy Harvest Moon,0.52,7.9,Moderadamente popular
Rune Factory 3: A Fantasy Harvest Moon,0.41,8.0,Moderadamente popular
Rune Factory: A Fantasy Harvest Moon,0.53,8.1,Moderadamente popular
Rune Factory: Frontier,0.37,7.9,Moderadamente popular
Rune Factory: Tides of Destiny,0.23,6.5,Menos popular
Runner3,0.02,7.5,Menos popular
République,0.02,6.5,Menos popular
S.T.A.L.K.E.R.: Call of Pripyat,0.06,8.0,Menos popular
S.T.A.L.K.E.R.: Clear Sky,0.03,7.0,Menos popular
SAW,0.64,6.1,Menos popular
SNK Arcade Classics Vol. 1,0.15,6.7,Menos popular
SOCOM 4: U.S. Navy SEALs,0.9,7.0,Moderadamente popular
SOCOM: Tactical Strike,0.36,7.1,Moderadamente popular
SOCOM: U.S. Navy SEALs,3.65,8.0,Muy popular
SOCOM: U.S. Navy SEALs Confrontation,1.26,6.3,Menos popular
SOCOM: U.S. Navy SEALs Fireteam Bravo,1.12,7.9,Muy popular
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,1.05,8.2,Muy popular
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,0.45,7.5,Moderadamente popular
SSX 3,0.38,9.5,Moderadamente popular
SSX Tricky,2.27,8.8,Muy popular
SSX on Tour,0.23,8.2,Moderadamente popular
STORM: Frontline Nation,0.01,7.0,Menos popular
SaGa Frontier 2,0.94,7.4,Moderadamente popular
Sacred 2: Fallen Angel,1.15,7.05,Moderadamente popular
Saints Row 2,4.79,7.466666666666666,Moderadamente popular
Saints Row: The Third,5.63,8.3,Muy popular
Sakura Wars,0.11,7.6,Menos popular
"Sakura Wars: So Long, My Love",0.39999999999999997,8.100000000000001,Moderadamente popular
Sam & Max Hit the Road,0.0,9.0,Menos popular
Sam & Max: Season One,0.15,7.1,Menos popular
Samba De Amigo,0.89,6.7,Moderadamente popular
Samurai Shodown Sen,0.08,4.8,Menos popular
Samurai Warriors 2,0.69,5.5,Menos popular
Samurai Warriors 3,0.44,5.1,Menos popular
Samurai Warriors: State of War,0.19,6.5,Menos popular
Sands of Destruction,0.23,6.5,Menos popular
Saw II: Flesh & Blood,0.33999999999999997,4.550000000000001,Menos popular
Scaler,0.04,7.3,Menos popular
Scarface: Money. Power. Respect.,0.16,6.4,Menos popular
Scene It? Box Office Smash,0.65,7.6,Moderadamente popular
Scene It? Bright Lights! Big Screen!,0.14,6.2,Menos popular
School Tycoon,0.0,6.9,Menos popular
Scooby-Doo! and the Spooky Swamp,0.45,7.6,Moderadamente popular
Scribblenauts: Unlimited,0.38,7.0,Moderadamente popular
Sea of Thieves,0.96,6.9,Moderadamente popular
Seaman,0.52,8.1,Moderadamente popular
Second Sight,0.26,7.65,Moderadamente popular
Secret Agent Clank,0.74,7.0,Moderadamente popular
Secret Agent Clank(US sales),0.55,7.2,Moderadamente popular
Section 8,0.27,7.1,Moderadamente popular
Seek and Destroy,1.06,5.6,Menos popular
Sega 3D Classics Collection,0.05,7.0,Menos popular
Sega GT,0.13,7.8,Menos popular
Sega Genesis Collection,1.45,8.3,Muy popular
Sega Rally Championship 2,0.41,8.5,Moderadamente popular
Sega Superstars Tennis,5.470000000000001,6.76,Moderadamente popular
Sengoku Basara: Samurai Heroes,0.9299999999999999,6.05,Menos popular
Sesame Street: Once Upon A Monster,0.52,8.0,Moderadamente popular
Shadow Hearts,0.28,7.0,Moderadamente popular
Shadow Hearts: Covenant,0.24,8.1,Moderadamente popular
Shadow Hearts: From The New World,0.14,7.6,Menos popular
Shadow The Hedgehog,1.17,4.95,Menos popular
Shadow Tower,0.1,5.7,Menos popular
Shadow of Destiny,0.11,6.8,Menos popular
Shadow of the Colossus,2.34,9.2,Muy popular
Shadowgate 64: Trials of the Four Towers,0.07,5.4,Menos popular
Shadowrun (2007),0.47,6.3,Menos popular
Shadows of the Damned,0.46,7.75,Moderadamente popular
Shantae and the Pirate's Curse,0.1,7.7,Menos popular
Shaun White Skateboarding,0.36,6.35,Menos popular
Shaun White Snowboarding,2.35,6.18,Menos popular
Shaun White Snowboarding: Road Trip,1.66,7.8,Muy popular
Shaun White Snowboarding: World Stage,0.3,7.2,Moderadamente popular
ShellShock 2: Blood Trails,0.09,3.2,Menos popular
Shenmue II,0.47,8.3,Moderadamente popular
Sherlock Holmes: The Awakened,0.0,6.0,Menos popular
Shin Megami Tensei IV: Apocalypse,0.37,8.1,Moderadamente popular
Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs the Soulless Army,0.09,7.4,Menos popular
Shin Megami Tensei: Devil Survivor 2 Record Breaker,0.13,8.4,Menos popular
Shin Megami Tensei: Devil Survivor Overclocked,0.44,7.6,Moderadamente popular
Shin Megami Tensei: Digital Devil Saga,0.13,7.6,Menos popular
Shin Megami Tensei: Digital Devil Saga 2,0.08,8.1,Menos popular
Shin Megami Tensei: Persona 2: Innocent Sin,0.32,7.0,Moderadamente popular
Shin Megami Tensei: Persona 3,0.45,8.7,Moderadamente popular
Shin Megami Tensei: Persona 3 FES,0.63,8.7,Muy popular
Shining Force II,0.19,9.0,Moderadamente popular
Shining Force: Resurrection of the Dark Dragon,0.08,7.8,Menos popular
Shinobi,0.23,7.0,Moderadamente popular
Shiren the Wanderer,0.19,7.4,Moderadamente popular
Shogun: Total War,0.01,8.8,Menos popular
Shonen Jump's One Piece: Pirates Carnival,0.08,4.6,Menos popular
Shrek 2,3.43,6.275,Menos popular
Shrek Extra Large,0.17,3.0,Menos popular
Shrek Super Party,0.05,4.9,Menos popular
Sid Meier's Civilization II,0.0,9.1,Menos popular
Sid Meier's Civilization III,0.0,8.6,Menos popular
Sid Meier's Civilization Revolution,2.06,8.333333333333334,Muy popular
Sid Meier's Civilization VI,0.25,9.4,Moderadamente popular
Sid Meier's Pirates!,0.36,7.5,Moderadamente popular
Silent Hill: Homecoming,0.8400000000000001,7.5,Moderadamente popular
Silent Hill: Origins,0.52,7.8,Moderadamente popular
Silent Hill: Shattered Memories,1.3699999999999999,7.7,Moderadamente popular
Sim Theme Park,2.71,8.3,Muy popular
SimAnimals Africa,0.12,5.5,Menos popular
SimCity 2000,2.14,8.0,Muy popular
SimCity 3000 Unlimited,0.01,6.9,Menos popular
SimCity 4,0.28,8.7,Moderadamente popular
Sin and Punishment: Star Successor,0.43,8.4,Moderadamente popular
Sine Mora EX,0.04,8.0,Menos popular
Sing Party,0.3,6.8,Moderadamente popular
SingStar,1.86,8.0,Muy popular
SingStar Queen,0.44,6.8,Moderadamente popular
Singularity,0.61,7.666666666666667,Moderadamente popular
Siren: Blood Curse,0.28,8.3,Moderadamente popular
Skate 2,1.9300000000000002,8.2,Muy popular
Skate 3,2.71,8.3,Muy popular
Skate it,0.58,6.6,Moderadamente popular
Skies of Arcadia,0.09,9.2,Menos popular
Skies of Arcadia Legends,0.22,8.6,Moderadamente popular
Skylanders Imaginators,0.23,6.9,Moderadamente popular
Skylanders SWAP Force,0.27,7.7,Moderadamente popular
Skylanders: Spyro's Adventure,3.73,8.0,Muy popular
Skylanders: SuperChargers,0.59,8.0,Muy popular
Sleeping Dogs,1.9100000000000001,8.0,Muy popular
Sleeping Dogs: Definitive Edition,0.2,7.5,Moderadamente popular
Smarty Pants,1.43,6.5,Menos popular
Smashing Drive,0.07,4.7,Menos popular
Sniper Elite,0.02,7.4,Menos popular
Sniper Elite V2,1.8399999999999999,7.133333333333333,Moderadamente popular
Sniper: Ghost Warrior,1.9899999999999998,4.4,Menos popular
"Snipperclips Plus: Cut It Out, Together!",0.12,8.2,Menos popular
Snowboard Kids,0.2,8.0,Moderadamente popular
Solatorobo: Red the Hunter,0.2,7.6,Moderadamente popular
Sonic & SEGA All-Stars Racing,3.46,8.066666666666668,Muy popular
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,0.77,7.7,Moderadamente popular
Sonic & Sega All-Stars Racing Transformed,0.53,6.9,Moderadamente popular
Sonic Adventure,2.42,8.9,Muy popular
Sonic Adventure 2,0.12,8.9,Menos popular
Sonic Boom: Fire & Ice,0.25,6.9,Moderadamente popular
Sonic Boom: Rise of Lyric,0.31,3.7,Menos popular
Sonic Boom: Shattered Crystal,0.29,3.8,Menos popular
Sonic Chronicles: The Dark Brotherhood,0.88,7.3,Moderadamente popular
Sonic Classic Collection,1.86,7.5,Moderadamente popular
Sonic Forces,0.74,5.4,Menos popular
Sonic Free Riders,1.1,4.9,Menos popular
Sonic Gems Collection,0.42,6.9,Moderadamente popular
Sonic Generations,4.15,7.4,Moderadamente popular
Sonic Lost World,0.85,5.6,Menos popular
Sonic Mania,0.47,8.8,Moderadamente popular
Sonic Riders: Zero Gravity,0.91,5.8,Menos popular
Sonic Rivals,1.44,7.0,Moderadamente popular
Sonic Rivals 2,1.52,6.4,Menos popular
Sonic Unleashed,2.74,5.966666666666666,Menos popular
Sonic's Ultimate Genesis Collection,3.84,8.1,Muy popular
Soul Blade,1.59,8.6,Muy popular
Soul Bubbles,0.08,7.0,Menos popular
Soul Calibur IV,0.01,8.4,Menos popular
SoulCalibur II,1.5,9.2,Muy popular
SoulCalibur II(JP sales),0.03,9.3,Menos popular
SoulCalibur Legends,0.18,4.8,Menos popular
SoulCalibur: Broken Destiny,0.51,8.0,Moderadamente popular
South Park,1.8499999999999999,3.85,Menos popular
South Park Rally,0.36,3.9,Menos popular
South Park: Chef's Luv Shack,0.55,4.25,Menos popular
South Park: The Fractured But Whole,0.14,9.5,Menos popular
Space Invaders Extreme,0.24,8.25,Moderadamente popular
Space Invaders Extreme 2,0.19,8.1,Moderadamente popular
Space Raiders,0.01,2.9,Menos popular
Space Siege,0.0,4.0,Menos popular
Space Station Silicon Valley,0.15,8.3,Menos popular
Spartan: Total Warrior,0.42000000000000004,7.1000000000000005,Moderadamente popular
Spawn the Eternal,0.24,1.9,Menos popular
Spectral Force 3,0.09,5.9,Menos popular
Spectrobes,0.75,6.2,Menos popular
Spectrobes: Beyond the Portals,0.52,7.3,Moderadamente popular
Spectrobes: Origins,0.19,7.4,Moderadamente popular
Speed Kings,0.02,6.7,Menos popular
SpellForce 2: Shadow Wars,0.0,8.2,Menos popular
Spelling Challenges and more!,0.25,4.5,Menos popular
Sphinx and the Cursed Mummy,0.14,8.4,Menos popular
Spider-Man 2,7.63,7.133333333333333,Moderadamente popular
Spider-Man 3,3.41,5.8999999999999995,Menos popular
Spider-Man: Edge of Time,0.37,5.65,Menos popular
Spider-Man: Friend or Foe,1.46,5.466666666666666,Menos popular
Spider-Man: Shattered Dimensions,0.6,7.85,Muy popular
Spider-Man: The Movie,8.4,7.85,Muy popular
Spider-Man: Web of Shadows,1.24,6.6000000000000005,Moderadamente popular
Spider-Man: Web of Shadows - Amazing Allies Edition,0.16,7.7,Moderadamente popular
Spirit Camera: The Cursed Memoir,0.25,5.7,Menos popular
Split/Second,0.6,8.4,Muy popular
SpongeBob SquarePants: Battle for Bikini Bottom,3.19,6.6000000000000005,Moderadamente popular
SpongeBob SquarePants: The Yellow Avenger,0.92,5.7,Menos popular
SpongeBob SquigglePants,0.41,5.4,Menos popular
SpongeBob SquigglePants 3D,0.19,6.1,Menos popular
Spore,1.16,7.0,Moderadamente popular
Spore Creatures,1.07,7.2,Moderadamente popular
Spore Hero,0.4,5.8,Menos popular
Spore Hero Arena,0.19,4.9,Menos popular
Sports Champions,3.88,7.6,Moderadamente popular
Spot Goes to Hollywood,0.07,4.4,Menos popular
Spy Games: Elevator Mission,0.06,2.0,Menos popular
Spy Hunter,0.2,7.9,Moderadamente popular
Spyborgs,0.11,6.3,Menos popular
Spyro: A Hero's Tail,0.29,6.4,Menos popular
Spyro: Enter the Dragonfly,0.71,5.0,Menos popular
Star Fox Command,0.53,7.2,Moderadamente popular
Star Fox: Assault,1.08,6.6,Moderadamente popular
Star Fox: Zero,0.44,6.7,Moderadamente popular
Star Ocean: First Departure,0.65,7.5,Moderadamente popular
Star Ocean: Second Evolution,0.34,8.0,Moderadamente popular
Star Ocean: The Last Hope International,0.73,8.1,Muy popular
Star Trek Bridge Crew,0.28,6.8,Moderadamente popular
Star Trek Online,0.02,5.9,Menos popular
Star Trek: Conquest,0.11,6.3,Menos popular
Star Trek: Legacy,0.19999999999999998,5.85,Menos popular
Star Trek: The Game,0.21,5.2,Menos popular
Star Wars Battlefront,3.61,8.1,Muy popular
Star Wars Battlefront (2015),12.67,7.166666666666667,Moderadamente popular
Star Wars Battlefront II,4.81,7.7,Moderadamente popular
Star Wars Battlefront: Elite Squadron,1.26,5.95,Menos popular
Star Wars Battlefront: Renegade Squadron,1.68,7.5,Moderadamente popular
Star Wars Episode I: Battle for Naboo,0.26,8.5,Moderadamente popular
Star Wars Episode III: Revenge of the Sith,0.31,7.3,Moderadamente popular
Star Wars Jedi Knight II: Jedi Outcast,0.23,8.05,Moderadamente popular
Star Wars Racer Revenge,0.31,7.8,Moderadamente popular
Star Wars Rogue Leader: Rogue Squadron II,1.9,9.2,Muy popular
Star Wars Rogue Squadron III: Rebel Strike,0.8,8.3,Muy popular
Star Wars The Clone Wars: Republic Heroes,1.2000000000000002,5.35,Menos popular
Star Wars: Clone Wars,0.4,7.3,Moderadamente popular
Star Wars: Knights of the Old Republic,2.19,9.4,Muy popular
Star Wars: Lethal Alliance,0.13,6.3,Menos popular
Star Wars: Masters of Teras Kasi,0.68,6.8,Moderadamente popular
Star Wars: The Force Unleashed,7.94,6.949999999999999,Moderadamente popular
Star Wars: The Force Unleashed II,3.98,6.0600000000000005,Menos popular
StarCraft II: Legacy of the Void,0.57,8.8,Moderadamente popular
Starcraft 64,0.16,8.0,Moderadamente popular
Stardew Valley,0.13,8.8,Menos popular
Starlink: Battle for Atlas,0.57,7.5,Moderadamente popular
Starshot: Space Circus Fever,0.03,5.2,Menos popular
Starsky & Hutch,1.26,6.0,Menos popular
Start the Party!,0.62,6.1,Menos popular
State of Decay 2,0.46,7.0,Moderadamente popular
State of Emergency,1.76,8.0,Muy popular
Steambot Chronicles,0.04,7.2,Menos popular
Steel Battalion,0.1,7.7,Menos popular
Steel Diver,0.5,5.6,Menos popular
Stella Deus: The Gate of Eternity,0.08,7.3,Menos popular
Stella Glow,0.26,7.5,Moderadamente popular
Still Life,0.0,6.4,Menos popular
Still Life 2,0.02,7.3,Menos popular
Stoked: Big Air Edition,0.04,8.6,Menos popular
Stormrise,0.15,4.4,Menos popular
Story of Seasons,0.44,7.7,Moderadamente popular
Story of Seasons: Trio of Towns,0.49,7.9,Moderadamente popular
Stranglehold,0.83,8.0,Muy popular
Street Cleaning Simulator,0.01,1.5,Menos popular
Street Fighter 30th Anniversary Collection,0.19,8.5,Moderadamente popular
Street Fighter Alpha 2,1.34,8.1,Muy popular
Street Fighter Alpha 3 MAX,0.33,7.8,Moderadamente popular
Street Fighter IV,7.2700000000000005,9.233333333333334,Muy popular
Stronghold 3,0.19,4.1,Menos popular
Stronghold Crusader Extreme,0.02,4.3,Menos popular
Style Savvy: Styling Star,0.45,8.5,Moderadamente popular
Sudoku Ball Detective,0.06,5.0,Menos popular
Suikoden,0.6,8.2,Muy popular
Suikoden II,0.68,8.5,Muy popular
Suikoden III,0.98,8.6,Muy popular
Suikoden IV,0.66,6.3,Menos popular
Suikoden Tierkreis,0.27,7.7,Moderadamente popular
Suikoden V,0.35,7.9,Moderadamente popular
Summon Night: Twin Age,0.13,7.3,Menos popular
Summoner: A Goddess Reborn,0.05,8.0,Menos popular
Sunset Overdrive,1.16,8.0,Muy popular
Super Bomberman R,0.87,6.3,Menos popular
Super Bubble Pop,0.05,4.2,Menos popular
Super Lucky's Tale,0.22,6.5,Menos popular
Super Monkey Ball,1.46,9.0,Muy popular
Super Monkey Ball 3D,0.5,5.7,Menos popular
Super Monkey Ball: Step & Roll,0.39,6.0,Menos popular
Super Scribblenauts,1.47,7.9,Muy popular
Super Street Fighter IV: Arcade Edition,0.08,8.5,Menos popular
Superman Returns,0.33,4.4,Menos popular
Supremacy MMA,0.21000000000000002,5.0,Menos popular
Supreme Commander,0.13,7.199999999999999,Menos popular
Supreme Commander 2,0.34,8.2,Moderadamente popular
Supreme Commander: Forged Alliance,0.04,8.1,Menos popular
Surf's Up,0.1,6.2,Menos popular
Sushi Striker: The Way of Sushido,0.07,7.9,Menos popular
Syberia,0.03,8.0,Menos popular
Syberia II,0.02,7.5,Menos popular
Syphon Filter: Dark Mirror,0.3,8.5,Moderadamente popular
Syphon Filter: Logan's Shadow,0.46,8.4,Moderadamente popular
System Shock 2,0.0,8.9,Menos popular
TMNT,0.11,3.6,Menos popular
TMNT: Mutant Melee,0.07,4.2,Menos popular
TNA iMPACT!,1.23,6.025,Menos popular
TNA iMPACT: Cross the Line,0.05,3.5,Menos popular
TRINITY: Souls of Zill O'll,0.14,5.5,Menos popular
TV Superstars,0.26,6.2,Menos popular
Tactics Ogre: Let Us Cling Together,0.54,9.0,Moderadamente popular
Tactics Ogre: The Knight of Lodis,0.5,8.5,Moderadamente popular
Taiko Drum Master,0.2,8.1,Moderadamente popular
Tail Concerto,0.03,7.3,Menos popular
Tales of Destiny II,0.81,7.5,Moderadamente popular
Tales of Vesperia,1.2,8.05,Muy popular
Tank! Tank! Tank!,0.07,4.7,Menos popular
Tatsunoko vs. Capcom: Ultimate All-Stars,0.54,8.3,Moderadamente popular
Taz Wanted,0.31,5.666666666666667,Menos popular
Team Fortress 2,0.0,9.2,Menos popular
Teen Titans,0.5800000000000001,6.449999999999999,Menos popular
Teenage Mutant Ninja Turtles,4.17,5.9,Menos popular
Teenage Mutant Ninja Turtles 2: Battle Nexus,0.19,5.0,Menos popular
Teenage Mutant Ninja Turtles: Arcade Attack,0.13,4.3,Menos popular
Teenage Mutant Ninja Turtles: Smash-Up,0.5599999999999999,7.2,Moderadamente popular
Tekken 2,5.74,9.1,Muy popular
Tekken 3D: Prime Edition,0.21,6.5,Menos popular
Tekken 4,3.44,7.9,Muy popular
Tekken Advance,0.45,8.3,Moderadamente popular
Tekken Hybrid,0.36,4.0,Menos popular
Tekken Tag Tournament,4.05,8.7,Muy popular
Tekken Tag Tournament 2,0.19,8.1,Moderadamente popular
Tenchu 2: Birth of the Stealth Assassins,0.58,8.5,Moderadamente popular
Tenchu Z,0.34,5.7,Menos popular
Tenchu: Shadow Assassins,0.32999999999999996,7.25,Moderadamente popular
Tenchu: Stealth Assassins,1.99,8.8,Muy popular
Tenkai Knights: Brave Battle,0.02,4.5,Menos popular
Terminator 3: The Redemption,0.02,6.8,Menos popular
Terminator Salvation,0.88,5.1,Menos popular
Teslagrad,0.0,7.0,Menos popular
Test Drive Unlimited,0.85,7.833333333333333,Muy popular
Test Drive Unlimited 2,1.5,6.8,Moderadamente popular
Tetris Axis,0.44,7.8,Moderadamente popular
Tetris Party Deluxe,0.56,7.3,Moderadamente popular
Tetris Worlds,0.22,4.6,Menos popular
The 3rd Birthday,0.52,7.0,Moderadamente popular
The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,0.26,6.0,Menos popular
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,0.35,5.5,Menos popular
The Adventures of Tintin: The Game,0.24,5.0,Menos popular
The Alliance Alive,0.11,7.3,Menos popular
The Amazing Spider-Man (2012),1.84,6.775,Moderadamente popular
The Ant Bully,0.04,5.2,Menos popular
The BIGS,0.11,7.6,Menos popular
The BIGS 2,0.39,6.55,Menos popular
The Beatles: Rock Band,4.140000000000001,8.866666666666667,Muy popular
The Bible Game,0.12,3.5,Menos popular
The Biggest Loser,1.07,7.7,Moderadamente popular
The Biggest Loser: Ultimate Workout,0.9,8.0,Muy popular
The Binding of Isaac: Afterbirth+,0.28,9.0,Moderadamente popular
The Book of Unwritten Tales,0.1,7.9,Menos popular
The Chronicles of Narnia: Prince Caspian,0.18,6.3,Menos popular
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",0.67,6.8,Moderadamente popular
The Chronicles of Riddick: Assault on Dark Athena,0.5499999999999999,8.066666666666666,Moderadamente popular
The City of Lost Children,0.01,4.9,Menos popular
The Club,0.27,7.5,Moderadamente popular
The Con,0.21,6.8,Moderadamente popular
The Crew 2,0.82,6.5,Menos popular
The Cursed Crusade,0.17,4.0,Menos popular
The Darkness,0.44,8.3,Moderadamente popular
The Elder Scrolls III: Morrowind,2.86,8.45,Muy popular
The Elder Scrolls III: Morrowind Game of the Year Edition,1.03,8.3,Muy popular
The Elder Scrolls IV: Oblivion,7.84,9.233333333333333,Muy popular
The Elder Scrolls IV: Oblivion - Game of the Year Edition,0.0,8.5,Menos popular
The Elder Scrolls IV: Shivering Isles,0.18,8.9,Moderadamente popular
The Elder Scrolls Online: Summerset,0.1,7.5,Menos popular
The Elder Scrolls V: Skyrim,20.51,9.025,Muy popular
The Elder Scrolls V: Skyrim Special Edition,5.1899999999999995,8.2,Muy popular
The Evil Within,2.55,7.800000000000001,Muy popular
The Eye of Judgment,0.34,7.5,Moderadamente popular
The Fairly Odd Parents: Clash with the Anti-World,0.15,3.5,Menos popular
The Fairly Odd Parents: Shadow Showdown,0.35,5.0,Menos popular
The Fifth Element,0.14,3.7,Menos popular
The Fight: Lights Out,0.59,4.7,Menos popular
The First Templar,0.1,7.0,Menos popular
The Flintstones: Big Trouble in Bedrock,0.03,4.0,Menos popular
The Getaway,3.54,7.7,Moderadamente popular
The Godfather II,1.53,6.300000000000001,Menos popular
The Godfather: Blackhand Edition,0.15,7.4,Menos popular
The Godfather: Mob Wars,0.1,6.2,Menos popular
The Golden Compass,1.12,3.8333333333333335,Menos popular
The Granstream Saga,0.14,7.6,Menos popular
The Grim Adventures Of Billy & Mandy,0.05,6.6,Menos popular
The Grim Adventures of Billy & Mandy,0.17,7.2,Moderadamente popular
The Gunstringer,0.4,7.6,Moderadamente popular
The Haunted: Hell's Reach,0.02,5.3,Menos popular
The Hobbit,0.36,5.75,Menos popular
The House of The Dead III,0.39,6.8,Moderadamente popular
The House of the Dead,0.13,7.5,Menos popular
The House of the Dead 2,0.26,7.5,Moderadamente popular
The House of the Dead 2 & 3 Return,1.45,6.5,Menos popular
The House of the Dead: Overkill,0.85,7.9,Muy popular
The House of the Dead: Overkill - Extended Cut,0.37,7.2,Moderadamente popular
The ICO & Shadow of the Colossus Collection,1.34,9.0,Muy popular
The Incredible Hulk,0.8200000000000001,5.8,Menos popular
The Incredible Hulk: Ultimate Destruction,0.15,8.7,Menos popular
The Incredibles,5.2700000000000005,6.0,Menos popular
The Incredibles: Rise of the Underminer,0.63,6.5,Menos popular
The Invincible Iron Man,0.04,6.4,Menos popular
The King of Fighters '99,0.11,7.0,Menos popular
The King of Fighters EX2: Howling Blood,0.08,7.9,Menos popular
The King of Fighters XII,0.27,6.2,Menos popular
The King of Fighters XIII,0.3,7.8,Moderadamente popular
The King of Fighters: Dream Match 1999,0.1,7.2,Menos popular
The King of Fighters: Evolution,0.07,7.6,Menos popular
The LEGO Movie Videogame,0.71,6.0,Menos popular
The Last Guardian,1.29,7.9,Muy popular
The Last Remnant,0.01,7.3,Menos popular
The Legend of Dragoon,1.86,7.8,Muy popular
The Legend of Heroes: A Tear of Vermillion,0.09,6.9,Menos popular
The Legend of Heroes: Trails in the Sky,0.1,8.1,Menos popular
The Legend of Heroes: Trails of Cold Steel III,0.13,7.0,Menos popular
The Legend of Legacy,0.29,6.0,Menos popular
The Legend of Spyro: A New Beginning,0.56,6.8,Moderadamente popular
The Legend of Zelda: Four Swords Adventures,0.81,8.4,Muy popular
The Legend of Zelda: Oracle of Ages,1.92,9.4,Muy popular
The Legend of Zelda: Oracle of Seasons,1.86,9.3,Muy popular
The Legendary Starfy,0.85,7.1,Moderadamente popular
The Lord of the Rings: Aragorn's Quest,0.23,6.4,Menos popular
The Lord of the Rings: Conquest,1.5,5.775,Menos popular
The Lord of the Rings: The Battle for Middle-Earth II,0.07,8.1,Menos popular
The Lord of the Rings: The Return of the King,5.67,8.325,Muy popular
The Lord of the Rings: The Third Age,0.29,7.9,Moderadamente popular
